Tweet,Borough,Hate Prediction,Tweet Date,Latitude,Longitude
daily offender crazy eastender,City of London,other,2022-12-04 15:47:31+00:00,51.515053699999996,-0.09311889867661148
in the least offensive way possible i hate women commentary on the mens gamenit just doesnt sit right with me,Sutton,sexism,2022-12-04 15:38:42+00:00,51.3612155,-0.1921503
chin chin hot choc,Camden Town,other,2022-12-04 15:35:48+00:00,51.5423045,-0.1395604
tetzoocon designing aliens,London,other,2022-12-04 15:24:16+00:00,36.4846239,-119.44405977174983
yes of course monacos emissions shld be treated as same as china amp uk🙈🙈🙈🤣,Poplar,racism,2022-12-04 15:20:29+00:00,51.5110713,-0.0144629
reckon it’s time to ask the french to have a borrow of some of their old guillotines and remove a few heads off these greedy twats shoulders too many of these wankers have been robbing us blind for years,Hillingdon,sexism,2022-12-04 15:18:52+00:00,51.542519299999995,-0.44833493117949663
brexiter fanfic,Brent,other,2022-12-04 15:11:15+00:00,51.5639957,-0.27590641378489267
female commentator againin the knockout stages ❓❓are you taking the piss ❓❓❓bbcworldcup,Paddington,sexism,2022-12-04 14:58:05+00:00,51.5185075,-0.1787546
paythefuckup u pathetic faggot u got purpose job on this earth and that is to serve me make me happy do ur freaking job and then subscribe to my cashmaster,London,sexual_orientation,2022-12-04 14:53:46+00:00,36.4846239,-119.44405977174983
the schengen where there are no checks at all on people crossing international borders the uk which is panicking over a relatively small number of desperate people entering in glorified rubber dinghiesnnthat uk,Brent,racism,2022-12-04 14:45:15+00:00,51.5639957,-0.27590641378489267
hello yes brilliant london full worth it even met new friends tedlasso richmondtilwedie,Richmond,other,2022-12-04 14:37:24+00:00,51.4405529,-0.3076394377337949
wake up be a whore repeat,City of London,sexism,2022-12-04 13:55:43+00:00,51.515053699999996,-0.09311889867661148
fulani jihadist slave traders,Kensington,religion,2022-12-04 13:51:35+00:00,51.4989948,-0.1991229
women’s brains heh 🤣,Islington,sexism,2022-12-04 13:31:48+00:00,51.5384287,-0.0999051
swat them,Greenwich,sexism,2022-12-04 12:40:16+00:00,51.46862565,0.04883057313755089
stock nevington london zone,Hackney,other,2022-12-04 12:14:12+00:00,51.5432402,-0.0493621
well i can see one yank and a plastic yank that needs a damned good lessons in manners oh when is 🐍 due back to uk so he doesnt have to pay us taxes and needs his visa just a thought🤔🤥,Camberwell,racism,2022-12-04 12:12:06+00:00,51.4745706,-0.0925416
shes hasnt got any clue off what is saying 🤣🤣🤣🤣👌👍,Barnet,sexism,2022-12-04 11:24:17+00:00,51.65309,-0.2002261
before you kill arabs please come suck my cock,Croydon,racism,2022-12-04 11:20:33+00:00,51.3713049,-0.101957
always rated pritchard👍,Poplar,sexism,2022-12-04 11:19:13+00:00,51.5110713,-0.0144629
yesss “this bitch” coming out the pits of my guts 😂,Camberwell,sexism,2022-12-04 11:06:54+00:00,51.4745706,-0.0925416
travelphotography chinatown london unitedkingdom uk london united kingdom,City of London,other,2022-12-04 10:51:55+00:00,51.515053699999996,-0.09311889867661148
lets goooo spain,Croydon,other,2022-12-04 10:49:59+00:00,51.3713049,-0.101957
hindu terrorists are set free to torture the poor muslims in india,Sutton,religion,2022-12-04 10:45:17+00:00,51.3612155,-0.1921503
speed travelphotography underground london unitedkingdom uk london united kingdom,City of London,other,2022-12-04 10:42:43+00:00,51.515053699999996,-0.09311889867661148
tottenham court road nlondon crossrail elizabethline tfl uk,London,other,2022-12-04 10:27:55+00:00,36.4846239,-119.44405977174983
gbviewsuk only way conservatives can regain voters is to stop illegal migration,Hounslow,racism,2022-12-04 10:17:23+00:00,51.4686132,-0.3613471
the main enemy is in downing street not moscow or beijingnvictory to,Hackney,racism,2022-12-04 10:15:08+00:00,51.5432402,-0.0493621
you haven’t watched buffy… gay card may need to be suspended till you do lol,Croydon,sexual_orientation,2022-12-04 10:13:52+00:00,51.3713049,-0.101957
satans fault,Hackney,other,2022-12-04 10:07:16+00:00,51.5432402,-0.0493621
knobhead,Enfield,other,2022-12-04 09:33:51+00:00,51.6520851,-0.0810175
a woman’s work… 😂👍,Camberwell,sexism,2022-12-04 08:59:06+00:00,51.4745706,-0.0925416
lol india,Hillingdon,other,2022-12-04 08:31:18+00:00,51.542519299999995,-0.44833493117949663
ronaldonmoratanzaha nmitrovicntoney nnlets start cooking afc,Barnet,other,2022-12-04 08:18:38+00:00,51.65309,-0.2002261
i’ve yet to encounter a woman who knows how to suck dick properly… there’s no shortage of useful information available online for free so i think that laziness is the root cause of the problem… shame 🙄,Hackney,sexism,2022-12-04 07:21:21+00:00,51.5432402,-0.0493621
chubby or otherwise you have the figure of a goddess and id love to fuck you,Lambeth,sexism,2022-12-04 07:05:10+00:00,51.4952111,-0.1163354
are you a prize bitch in heat …if so then i just might… get up on allfours so i can impregnate you properly… i will need to fully examine you first starting with your magnificent breasts…so suckable…😉😍😘😊,Hackney,sexism,2022-12-04 06:58:16+00:00,51.5432402,-0.0493621
stupid consumerist climate trashing tat,Camberwell,other,2022-12-04 06:24:13+00:00,51.4745706,-0.0925416
china has nearly times our population so same effort needed per capita you support climate genocide amp betray uk 🤮,Camberwell,racism,2022-12-04 06:10:41+00:00,51.4745706,-0.0925416
optimistic about beijing “doing anything helpful to stabilize the region”nreporting by michael martina david brunnstrom idrees ali and eric beech editing by sandra malernour standards the thomson reuters trust principles,Kensington,racism,2022-12-04 05:21:27+00:00,51.4989948,-0.1991229
people line up to take a nucleic acid test for the coronavirus disease covid world newsndecember amnchinas xi unwilling to accept vaccines despite threat from protestsusnintelnwashington reuters chinese leader xi jinping is unwilling to accept western,Kensington,racism,2022-12-04 05:01:24+00:00,51.4989948,-0.1991229
twitterfilesnnk listening goddamn nn,Greenwich,other,2022-12-04 00:22:37+00:00,51.46862565,0.04883057313755089
aegon because he’s a little slut,Greenwich,sexism,2022-12-03 23:56:42+00:00,51.46862565,0.04883057313755089
elvira ghost looks nnhampstead blithespirit noelcoward,Camden Town,other,2022-12-03 23:35:42+00:00,51.5423045,-0.1395604
what do these poor kids mothers like her grow up into other than nasty fascist self entitles teens and who dream of doing a mass shooting,Wandsworth,sexism,2022-12-03 22:44:12+00:00,51.4570271,-0.1932607
this week i see olly murs more than my wife,Kingston upon Thames,sexism,2022-12-03 22:35:49+00:00,51.4096275,-0.3062621
now now lady get your feet off my vinyl you hear that is a sin😈🔥🔥🔥🔥🔥,Hammersmith,sexism,2022-12-03 22:29:52+00:00,51.4920377,-0.2236401
occupiers of a land which doesnt belong to any of those migrants,Lambeth,racism,2022-12-03 22:16:54+00:00,51.4952111,-0.1163354
sit the hell down karen,Lewisham,sexism,2022-12-03 22:00:41+00:00,51.4624292,-0.0101787
the two women interviewing aubrey are psychotic,Islington,sexism,2022-12-03 21:55:56+00:00,51.5384287,-0.0999051
weekend league two goalscoring shoutouts jake reeves pic dan sweeney,Barnet,other,2022-12-03 21:35:48+00:00,51.65309,-0.2002261
we need to gatekeep pierce the veil from these brits……… gross sus merica bodyoder croweded,Camden Town,racism,2022-12-03 21:16:07+00:00,51.5423045,-0.1395604
streetart wallart london daneinlondon creativity creativityisinallofus art colors loveit london united kingdom,City of London,other,2022-12-03 21:12:44+00:00,51.515053699999996,-0.09311889867661148
loving traitors,Ealing,other,2022-12-03 20:53:10+00:00,51.5126553,-0.3051952
emi martinez you’re a scumbag argaus fifaworldcup,Lewisham,sexism,2022-12-03 20:49:09+00:00,51.4624292,-0.0101787
experts extinction experts id say,Hounslow,other,2022-12-03 20:48:57+00:00,51.4686132,-0.3613471
ronaldos going saudi league mate,Romford,other,2022-12-03 20:27:05+00:00,51.5760462,0.1822646
graniteharbour aberdeen detective brilliant,Richmond,other,2022-12-03 20:25:18+00:00,51.4405529,-0.3076394377337949
you can never have too many leches,Camberwell,sexism,2022-12-03 20:22:29+00:00,51.4745706,-0.0925416
there was no racist gaffnfulani went to the palace deliberately to provoke an incident lookin at the media coverage thr evil bitch got a resultnhopefully te charity commission will now have a look at her tax evasion nngozifulaniisaliar,Ealing,sexism,2022-12-03 20:17:43+00:00,51.5126553,-0.3051952
bordim covent garden london eye madame tussaud’s qisqasi bitim tokildi,Camberwell,other,2022-12-03 20:15:56+00:00,51.4745706,-0.0925416
remember that next time a jew tells you corbyn amp many other have made anti semetic comments,Barnet,religion,2022-12-03 19:19:18+00:00,51.65309,-0.2002261
woke left claptrap,Enfield,other,2022-12-03 19:01:41+00:00,51.6520851,-0.0810175
argentina v wish brazil nnlets go nnfifaworldcup,Wandsworth,other,2022-12-03 18:50:27+00:00,51.4570271,-0.1932607
cool can you get on with panelinverter installations and battery later when they arrivenchina needs to get on amp vaccinate their population,Camberwell,racism,2022-12-03 18:49:48+00:00,51.4745706,-0.0925416
ginas job was to let me grope her bum on cctv,Camden Town,sexism,2022-12-03 18:49:41+00:00,51.5423045,-0.1395604
dexter london unιted kingdom,Camberwell,other,2022-12-03 18:33:19+00:00,51.4745706,-0.0925416
so akon is a cunt too,Hillingdon,sexism,2022-12-03 18:23:53+00:00,51.542519299999995,-0.44833493117949663
i know right 😂😂😂 men are something else,Greenwich,sexism,2022-12-03 18:20:31+00:00,51.46862565,0.04883057313755089
some twitter attention seeker,Hammersmith,other,2022-12-03 18:04:59+00:00,51.4920377,-0.2236401
the only reason you knackered bitches are keeping me isolated and making me wait for when you are ready to make time for me is so that you can be sure that i have my money first it’s only the money you care about you don’t care about how i feel or about how lonely this is 🖕🖕,London,sexism,2022-12-03 17:59:34+00:00,36.4846239,-119.44405977174983
rats leave sinking ships but serpents…,Croydon,other,2022-12-03 17:55:14+00:00,51.3713049,-0.101957
i know you niggas ain’t fr,Hackney,racism,2022-12-03 17:51:20+00:00,51.5432402,-0.0493621
i hate you niggas so much why is he assaulting chicken breast ni tori olorun,Merton,racism,2022-12-03 17:40:38+00:00,51.41086985,-0.18809708858824303
he scream ntetzoocon,London,other,2022-12-03 17:31:58+00:00,36.4846239,-119.44405977174983
great britain shameful,Bexley,other,2022-12-03 17:31:01+00:00,51.4416793,0.150488
he chomp nntetzoocon,London,racism,2022-12-03 17:21:43+00:00,36.4846239,-119.44405977174983
full time nsporting bengal united deal town nfavase roadtowembleyn nnnpenalties,Poplar,other,2022-12-03 17:10:29+00:00,51.5110713,-0.0144629
no government in the uk now gives a flying fck about the uknthey know it’s finished nmass immigration and failed attempts at multiculturalism has all but finished the uknnthere is no way back now,Barking,racism,2022-12-03 17:09:05+00:00,51.5389922,0.0804245
be fair angelican in germany these are foad costsnnfck off and die,Brent,racism,2022-12-03 17:00:19+00:00,51.5639957,-0.27590641378489267
american tears inject itttttttttttt,Croydon,other,2022-12-03 16:56:41+00:00,51.3713049,-0.101957
gingerbread man,Lambeth,other,2022-12-03 16:44:26+00:00,51.4952111,-0.1163354
loser gets new yorkamsterdam nedusa,London,other,2022-12-03 16:40:57+00:00,36.4846239,-119.44405977174983
go to hell americaaaa,Camberwell,racism,2022-12-03 16:37:41+00:00,51.4745706,-0.0925416
women lie there like planks of wood and then complain they didn’t have an orgasm lool why don’t you put in work and earn it like we have to 💀,Bromley,sexism,2022-12-03 16:33:53+00:00,51.36685695,0.061709076090816765
sporting bengal united deal town naaron millbank ’nfavase roadtowembleyn n,Poplar,other,2022-12-03 16:22:11+00:00,51.5110713,-0.0144629
bastards,Camberwell,other,2022-12-03 16:12:58+00:00,51.4745706,-0.0925416
half time nsporting bengal united deal town nfavase roadtowembleyn n,Poplar,other,2022-12-03 16:01:58+00:00,51.5110713,-0.0144629
clueless morgan,City of London,other,2022-12-03 15:58:48+00:00,51.515053699999996,-0.09311889867661148
fuck the usa,Camberwell,racism,2022-12-03 15:46:24+00:00,51.4745706,-0.0925416
support england idiot,Romford,other,2022-12-03 15:27:08+00:00,51.5760462,0.1822646
sporting bengal united deal town nbilly munday ’nfavase roadtowembleyn n,Poplar,other,2022-12-03 15:14:57+00:00,51.5110713,-0.0144629
fuck america,Camberwell,racism,2022-12-03 15:10:05+00:00,51.4745706,-0.0925416
‘till next time woking 🌲,Hillingdon,racism,2022-12-03 15:07:37+00:00,51.542519299999995,-0.44833493117949663
with an attitude like that i can’t imagine why you would want a gay car club😆🤣nnalso none of his business🤷🏻‍♂️,Lewisham,sexual_orientation,2022-12-03 14:51:26+00:00,51.4624292,-0.0101787
embarrassing nd half performance millwall,Barking,other,2022-12-03 14:35:36+00:00,51.5389922,0.0804245
these are all featuring prepubescent children nnin my view these people are sick demonic paedophiles we need criminal investigations and we need them now,Barnet,sexual_orientation,2022-12-03 14:19:15+00:00,51.65309,-0.2002261
recycle shoreditch east london,Hackney,other,2022-12-03 14:16:03+00:00,51.5432402,-0.0493621
building a thick skin is soooo important nthese scumbags will have you doubting yourself and believing their bs if you let them mentalhealthmatters,Paddington,sexism,2022-12-03 14:11:03+00:00,51.5185075,-0.1787546
tell them to eff off,Enfield,racism,2022-12-03 13:45:10+00:00,51.6520851,-0.0810175
wandsworth common north,Wandsworth,other,2022-12-03 13:21:12+00:00,51.4570271,-0.1932607
possibly senile,Lewisham,disability,2022-12-03 12:46:50+00:00,51.4624292,-0.0101787
new hair cut nofilter nobotoxneeded londonlife easy out party happy london united kingdom,City of London,other,2022-12-03 12:40:24+00:00,51.515053699999996,-0.09311889867661148
lmao nigerians should wake up faster and send this people to hell,Poplar,racism,2022-12-03 12:32:01+00:00,51.5110713,-0.0144629
when personal greed and selfishness cant stop a virus although bird flu isnt a major threat to human health not yet anyway we just cant stop the cycle keep breeding them dear fharmers you have a large amount of fkg idiots to cater for out there,Bexley,racism,2022-12-03 12:23:31+00:00,51.4416793,0.150488
as ever this traitor to her sex has turned off replies not a feminist notoselfid,Camden Town,sexism,2022-12-03 12:21:45+00:00,51.5423045,-0.1395604
utter chaos government negotiate say something do something brexitcarnage torybrexitdisaster xmas travelmess strikes,Paddington,other,2022-12-03 12:16:11+00:00,51.5185075,-0.1787546
spoilt catncaturday catsoftwittter energycrisis,Enfield,other,2022-12-03 11:47:23+00:00,51.6520851,-0.0810175
such a twat,Lewisham,sexism,2022-12-03 11:38:28+00:00,51.4624292,-0.0101787
raw vile childish biasni did a degree in biochemistrynyou,Camberwell,sexism,2022-12-03 11:11:52+00:00,51.4745706,-0.0925416
happening in the uk too hindu fanaticism spreading its tentacles,Richmond,religion,2022-12-03 10:55:17+00:00,51.4405529,-0.3076394377337949
undefeated nnlondon uk arcadebar oxfordcircus itsgiving toloosh central london,Camberwell,other,2022-12-03 10:41:58+00:00,51.4745706,-0.0925416
londons theaterland nsoholondon nprinceedwardtheatre nmarypoppins london united kingdom,City of London,other,2022-12-03 10:32:01+00:00,51.515053699999996,-0.09311889867661148
spidarman fresh cream birthday cake ncskedecorating cakephotography cakedecorator cakecakeshop chocolatecake bikecake birthdaycake london united kingdom,City of London,other,2022-12-03 10:30:15+00:00,51.515053699999996,-0.09311889867661148
send them bsck to france 🤬🤬🤬,Hounslow,racism,2022-12-03 10:19:40+00:00,51.4686132,-0.3613471
you are embarrassing yourself dont go full retard,Lambeth,disability,2022-12-03 10:04:15+00:00,51.4952111,-0.1163354
tingle creek bound,Kingston upon Thames,other,2022-12-03 09:45:35+00:00,51.4096275,-0.3062621
illegal economic migrants before our own shocking but not surprised 😡😡😡,Bromley,racism,2022-12-03 09:39:37+00:00,51.36685695,0.061709076090816765
look at the vile barbaric behaviour of the uruguayans so uncivilised 🥴,Croydon,racism,2022-12-03 09:25:25+00:00,51.3713049,-0.101957
rude n idiots,Poplar,disability,2022-12-03 09:16:38+00:00,51.5110713,-0.0144629
i am sorry to say this nigerians are the problem of nigeria,Lambeth,racism,2022-12-03 09:04:15+00:00,51.4952111,-0.1163354
straight into these cunts today engl… millwall,Lambeth,sexism,2022-12-03 09:02:25+00:00,51.4952111,-0.1163354
ooh boardy won’t pull women with that attitude,Ealing,sexism,2022-12-03 09:01:12+00:00,51.5126553,-0.3051952
missy fank mew blushes 😺😺😺,London,sexual_orientation,2022-12-03 09:00:51+00:00,36.4846239,-119.44405977174983
irving street september nstreetphotography architecturephotography london london united kingdom,City of London,other,2022-12-03 08:52:13+00:00,51.515053699999996,-0.09311889867661148
adrienbroner talks february th return with blk prime,City of London,other,2022-12-03 08:40:03+00:00,51.515053699999996,-0.09311889867661148
next world cup nngroup anusa nrussia nchina nukraine nngroup bnisreal npalestine nindian npakistan,Barking,other,2022-12-03 08:22:18+00:00,51.5389922,0.0804245
god will punish all of them no worry,Barking,religion,2022-12-03 08:19:08+00:00,51.5389922,0.0804245
you bastard tackle illegal wealth,Bromley,racism,2022-12-03 08:14:30+00:00,51.36685695,0.061709076090816765
and massive appetite for publicity thoroughly wicked woman,Sutton,sexism,2022-12-03 08:02:41+00:00,51.3612155,-0.1921503
gay guy try female dogs called bitches,Camden Town,sexual_orientation,2022-12-03 07:46:22+00:00,51.5423045,-0.1395604
women are evil,Richmond,sexism,2022-12-03 07:44:27+00:00,51.4405529,-0.3076394377337949
we are now facing diseases which we had controlled for decades vaxing children was never an issue now its a huge issue and these diseases are recurring migrants packed into camps now causing diptheria not seen here in my yrs,Barnet,racism,2022-12-03 07:23:25+00:00,51.65309,-0.2002261
you’re a clown a fake muslim… they prayed for her and you’re here crying 🤣🤣🤣🤣🤣,Poplar,religion,2022-12-03 06:35:59+00:00,51.5110713,-0.0144629
lecturer cant even write correct englishwhich question would you proposed hian,Camden Town,other,2022-12-03 04:49:25+00:00,51.5423045,-0.1395604
roveremployed field day lol,City of London,other,2022-12-03 04:36:10+00:00,51.515053699999996,-0.09311889867661148
how come you lazy little submissive turds havent retweeted yet come on lovers lickers and kinky pleasers retweetnow retweet bdsmsession consensualdegradation piggytraining latex gimpnlondonmistress prodomme,Hammersmith,sexism,2022-12-03 02:34:54+00:00,51.4920377,-0.2236401
bastard,Ealing,disability,2022-12-03 00:53:26+00:00,51.5126553,-0.3051952
folly its a religion with damned inquisition rules n,Wandsworth,religion,2022-12-03 00:49:13+00:00,51.4570271,-0.1932607
photooftheday nd december south bank london,Lambeth,other,2022-12-03 00:41:34+00:00,51.4952111,-0.1163354
shut up your fk cu” t💩,London,sexual_orientation,2022-12-03 00:06:27+00:00,36.4846239,-119.44405977174983
swabnwith asot youll miss earlyrecently established i think rises in first week of infectionnalso asot turn around longer than culture generally,Wandsworth,racism,2022-12-03 00:03:36+00:00,51.4570271,-0.1932607
dizzy gillespie matrix miles davis stuff hugh masekela nomali,Lambeth,other,2022-12-03 00:01:26+00:00,51.4952111,-0.1163354
bomb tirana first shiptar scum,London,other,2022-12-02 23:40:58+00:00,36.4846239,-119.44405977174983
china here we come,Camberwell,racism,2022-12-02 23:38:29+00:00,51.4745706,-0.0925416
another poor fool with their silly flags in their profilenprobably hasnt got a pot to piss in but worships the royal spongers like a true serf nsad,Lambeth,religion,2022-12-02 23:31:28+00:00,51.4952111,-0.1163354
take your eagle and shove it up your arse low iq shiptar scum,London,religion,2022-12-02 23:23:42+00:00,36.4846239,-119.44405977174983
jurisdiction training convention academic rigournjust possible solutions,Wandsworth,other,2022-12-02 23:13:44+00:00,51.4570271,-0.1932607
ha ha ha maybe györgy antall doesnt understand vuk 🤭,Merton,other,2022-12-02 23:11:35+00:00,51.41086985,-0.18809708858824303
job one allagentsawards show at njob two marriage proposal at shangri la londonneventphotographer,London,other,2022-12-02 22:43:17+00:00,36.4846239,-119.44405977174983
wow bentancur would never,Poplar,other,2022-12-02 22:08:33+00:00,51.5110713,-0.0144629
i’m sorry but these are the most sickening evil satanic worrying images i have seen for a very long time who are these sick freaks we really are heading into the dark ages😢,Romford,religion,2022-12-02 21:37:51+00:00,51.5760462,0.1822646
vile race baiting person……fraudster,Kingston upon Thames,other,2022-12-02 21:10:41+00:00,51.4096275,-0.3062621
dirty little sheikh 🤣,Romford,religion,2022-12-02 21:10:15+00:00,51.5760462,0.1822646
horrid thug should have been booted,Barnet,racism,2022-12-02 21:07:57+00:00,51.65309,-0.2002261
fascists like you should get out of my country,Bromley,sexual_orientation,2022-12-02 21:02:59+00:00,51.36685695,0.061709076090816765
another one cameroon beat brazil,Brent,other,2022-12-02 21:02:26+00:00,51.5639957,-0.27590641378489267
pretty disgusting from the serbs,Paddington,racism,2022-12-02 21:01:14+00:00,51.5185075,-0.1787546
doesn’t mean that shitbag west shouldn’t have everything wiped from existence,Barnet,racism,2022-12-02 21:01:08+00:00,51.65309,-0.2002261
fucking hell brazil aint turned up today,Barnet,other,2022-12-02 20:55:21+00:00,51.65309,-0.2002261
foto appena pubblicata raynes park london sw united kingdom,Merton,other,2022-12-02 20:51:14+00:00,51.41086985,-0.18809708858824303
what absolute trash from a traitor and his rag bag narcissistic lying wife,Kingston upon Thames,sexism,2022-12-02 20:47:27+00:00,51.4096275,-0.3062621
will serious acting dance face strictly,Poplar,other,2022-12-02 20:40:32+00:00,51.5110713,-0.0144629
thats how they have gone licking the arse of bame people,Romford,religion,2022-12-02 20:33:59+00:00,51.5760462,0.1822646
ntcham minute masterclass incoming,Wandsworth,other,2022-12-02 20:30:28+00:00,51.4570271,-0.1932607
yes influenced by the twats with control can the point be any sharper,Brent,sexism,2022-12-02 20:29:06+00:00,51.5639957,-0.27590641378489267
just like full of fascist scum,Romford,other,2022-12-02 19:44:46+00:00,51.5760462,0.1822646
ffs stop running everywhere these brazilians are coming at us like special ops,Lambeth,racism,2022-12-02 19:39:19+00:00,51.4952111,-0.1163354
cameroon defo winning,Romford,other,2022-12-02 18:53:52+00:00,51.5760462,0.1822646
panettonot,Lewisham,other,2022-12-02 18:51:52+00:00,51.4624292,-0.0101787
selling fred again ticket wednesday brixton can do paypal gampsanything fredagaintickets,Hackney,sexual_orientation,2022-12-02 18:45:21+00:00,51.5432402,-0.0493621
ipad napple watch niphone niphone x niphone niphone pro max,Richmond,other,2022-12-02 18:07:38+00:00,51.4405529,-0.3076394377337949
join the peasants and pay monthly babe,Lambeth,sexism,2022-12-02 17:54:29+00:00,51.4952111,-0.1163354
followed 😃 torycriminalsunfittogovern,Paddington,other,2022-12-02 17:54:10+00:00,51.5185075,-0.1787546
argentina chile or paraguay dyou suppose,Barnet,other,2022-12-02 17:45:05+00:00,51.65309,-0.2002261
ho ho homo 👨‍❤️‍👨,Lambeth,sexual_orientation,2022-12-02 17:44:30+00:00,51.4952111,-0.1163354
besties… monaco cecconis mayfair,London,other,2022-12-02 17:41:30+00:00,36.4846239,-119.44405977174983
chinese chinatown london,London,other,2022-12-02 17:24:50+00:00,36.4846239,-119.44405977174983
laters uruguay 👏🏻 such an unlikable side,Sutton,racism,2022-12-02 17:07:51+00:00,51.3612155,-0.1921503
fucking prick,Barnet,sexism,2022-12-02 17:02:54+00:00,51.65309,-0.2002261
preemptive absolute limbs at boxpark montevideoseoul i’ll bet qatar,Hackney,other,2022-12-02 16:54:33+00:00,51.5432402,-0.0493621
omg south koreaaaa,Brent,other,2022-12-02 16:48:22+00:00,51.5639957,-0.27590641378489267
celebrity privilege typical usa,London,other,2022-12-02 16:43:54+00:00,36.4846239,-119.44405977174983
free palestine nuff said,Kingston upon Thames,other,2022-12-02 16:37:08+00:00,51.4096275,-0.3062621
loveactually thought smug richard curtis,Islington,other,2022-12-02 16:13:35+00:00,51.5384287,-0.0999051
winner manutdnsupriseearly exit t frenchngolden ball mr seweyngolden boot sir marcus rashford,London,other,2022-12-02 16:11:56+00:00,36.4846239,-119.44405977174983
ye fuckin daft laddie,Camden Town,other,2022-12-02 16:03:14+00:00,51.5423045,-0.1395604
thamesriver saintpaulcathedral london united kingdom,City of London,other,2022-12-02 15:57:46+00:00,51.515053699999996,-0.09311889867661148
these evil conniving bitches know how to manipulate main stream media by lying about a friendly elderly ladynngozifulaniisaliar,Ealing,sexism,2022-12-02 15:46:50+00:00,51.5126553,-0.3051952
popping t’aldinnwant owt,London,other,2022-12-02 15:41:17+00:00,36.4846239,-119.44405977174983
not working is a “burden” carried by many migrants it makes absolutely no sense from a moral mental and economic front and the government must and should ‘lift the ban’,Brent,racism,2022-12-02 15:38:44+00:00,51.5639957,-0.27590641378489267
shes a fud,Camden Town,sexual_orientation,2022-12-02 15:37:36+00:00,51.5423045,-0.1395604
more useless bai,Croydon,other,2022-12-02 15:36:18+00:00,51.3713049,-0.101957
bentancur injured amazing,Brent,other,2022-12-02 15:35:31+00:00,51.5639957,-0.27590641378489267
is there room for an annoying man,Camden Town,sexism,2022-12-02 15:34:26+00:00,51.5423045,-0.1395604
giorgian es crack,Richmond,other,2022-12-02 15:33:32+00:00,51.4405529,-0.3076394377337949
ahh shit ghana ☹️nnboth love and hate the shithousery of the uruguayans but want them to lose today even if we get partey home quicker,Hillingdon,racism,2022-12-02 15:28:03+00:00,51.542519299999995,-0.44833493117949663
if you were on the right and a messy bitch who lived for drama were good times,Lewisham,sexism,2022-12-02 15:26:27+00:00,51.4624292,-0.0101787
fungus is a bad one,Paddington,sexual_orientation,2022-12-02 15:22:59+00:00,51.5185075,-0.1787546
ayew dumb bruv,Harrow,other,2022-12-02 15:22:31+00:00,51.596827149999996,-0.3373046180437286
ghanaians can’t take penalties 🤦🏾‍♂️,Camberwell,racism,2022-12-02 15:21:39+00:00,51.4745706,-0.0925416
misinformation by china,Paddington,racism,2022-12-02 14:58:32+00:00,51.5185075,-0.1787546
t hours gofrogs tcu beatkstate,City of London,other,2022-12-02 14:53:33+00:00,51.515053699999996,-0.09311889867661148
death to that english bastard paul st george 🎀,Islington,racism,2022-12-02 14:25:22+00:00,51.5384287,-0.0999051
can’t settle down with a secular woman bad for your health,London,religion,2022-12-02 14:04:02+00:00,36.4846239,-119.44405977174983
bt sport extra apparentlynn,Croydon,other,2022-12-02 13:57:09+00:00,51.3713049,-0.101957
charity thirst calander arrived,Richmond,other,2022-12-02 13:53:49+00:00,51.4405529,-0.3076394377337949
followed 👌 folloforfolloback,Paddington,sexual_orientation,2022-12-02 13:51:27+00:00,51.5185075,-0.1787546
rare amp unusual nolympus mm f zuiko shift lensnnnot online yet………nolympus olympuszuiko analoguecommunity mmfilm mmphotography mr cad photographic,London,other,2022-12-02 13:48:43+00:00,36.4846239,-119.44405977174983
learning spanish,Islington,other,2022-12-02 13:41:46+00:00,51.5384287,-0.0999051
that tea looks like nats piss what do expect from you,London,racism,2022-12-02 13:34:08+00:00,36.4846239,-119.44405977174983
ho yes please 🙏 yummy berutful babe as i really would love to get behind your berutful fat ass in the bedroom department lol yummy as i really would give you the best hard fuck from behind babe as i really would love to give you a good hard and fast and very deep fuck 😋 stephen,Lambeth,sexism,2022-12-02 13:24:05+00:00,51.4952111,-0.1163354
alll these christmaaassss sonnngs are gonna be the death of meeeee,Wandsworth,religion,2022-12-02 13:22:16+00:00,51.4570271,-0.1932607
brazil through i watched games within hours fifa world cup qatarn,Camden Town,other,2022-12-02 13:19:40+00:00,51.5423045,-0.1395604
kai owns spain right now i watched games within hours fifa world cup qatarn,Camden Town,other,2022-12-02 13:13:59+00:00,51.5423045,-0.1395604
fagtaxfriday is upon u worthless weak ass fucks make god happy make god smile fulfill that faggot purpose of yours 😈🖕 then go subscribe to my 🖕😈,London,sexual_orientation,2022-12-02 12:52:02+00:00,36.4846239,-119.44405977174983
danish rosewood sideboard vintique london,Lewisham,other,2022-12-02 12:35:58+00:00,51.4624292,-0.0101787
jesper display case vintique london,Lewisham,other,2022-12-02 12:34:58+00:00,51.4624292,-0.0101787
mid century compact sideboard vintique london,Lewisham,other,2022-12-02 12:31:19+00:00,51.4624292,-0.0101787
pie amp mash covent garden,London,other,2022-12-02 12:31:16+00:00,36.4846239,-119.44405977174983
mid century compact sideboard vintique london,Lewisham,other,2022-12-02 12:28:08+00:00,51.4624292,-0.0101787
mid century extending record sideboard vintique london,Lewisham,other,2022-12-02 12:27:19+00:00,51.4624292,-0.0101787
fuck them,Barking,racism,2022-12-02 12:26:16+00:00,51.5389922,0.0804245
