text,Borough,hate_pred,date,latitude,longitude
a girls got taste  ,Camberwell,sexism,2022-10-03 18:13:57+00:00,51.4745706,-0.0925416
 shut the fuck up you miserable twat ass bitch,Croydon,sexism,2022-10-03 16:00:56+00:00,51.3713049,-0.101957
 that s a man who is secure in his masculinity ,Hammersmith,sexism,2022-10-03 15:05:12+00:00,51.4920377,-0.2236401
 she is a he   and until he s had the full op   he can stay out of womens toilets bathrooms,Islington,sexism,2022-10-03 15:04:48+00:00,51.5384287,-0.0999051
 can we put nigel on a dinghy and send him to france ,Camberwell,racism,2022-10-03 14:43:11+00:00,51.4745706,-0.0925416
  bigot  blocked,Lewisham,disability,2022-10-03 13:57:53+00:00,51.4624292,-0.0101787
   well known feminist take  child rearing is women s work ,Lambeth,sexism,2022-10-03 12:29:58+00:00,51.4952111,-0.1163354
   meaning with china et al,Barnet,racism,2022-10-03 12:22:25+00:00,51.65309,-0.2002261
women are not nice   ,Poplar,sexism,2022-10-03 11:39:01+00:00,51.5110713,-0.0144629
i want a girl with a short skirt and a long  long jacket  ,London,sexism,2022-10-03 10:10:52+00:00,51.5073359,-0.12765
men are actually fucking trash  ,Camberwell,sexism,2022-10-03 09:10:03+00:00,51.4745706,-0.0925416
 apparently females have dark stripes   my friend says  ,Lewisham,sexism,2022-10-03 07:10:31+00:00,51.4624292,-0.0101787
some girls swear they have good pum pum until they take off their panties and their pussy looks like bbl,Camberwell,sexism,2022-10-02 22:20:43+00:00,51.4745706,-0.0925416
    nigerians are actually the most ridiculous human beings on the planet  ,Romford,racism,2022-10-02 19:58:33+00:00,51.5760462,0.1822646
what a retard  ,Hammersmith,disability,2022-10-02 17:47:13+00:00,51.4920377,-0.2236401
 dirty yid scum   i can use that word because i m jewish  maybe the fa might look at this and give the ugly p   k the relevant punishment  ,Hillingdon,religion,2022-10-02 16:00:46+00:00,51.542519299999995,-0.44833493117949663
 hi    know all about female workplace bullies  ,London,sexism,2022-10-02 13:14:55+00:00,51.5073359,-0.12765
  remember  most men have no fashion sense whatsoever ,Camberwell,sexism,2022-10-02 13:04:50+00:00,51.4745706,-0.0925416
   big fuck off black ones ,Lewisham,racism,2022-10-02 12:57:07+00:00,51.4624292,-0.0101787
damned bitches hijackedvmy account made me follow the dumbest bitch i ve ever seen unimaginable utter nonsense,Hounslow,sexism,2022-10-02 11:54:19+00:00,51.4686132,-0.3613471
looks very misguided   ,Hillingdon,disability,2022-10-02 11:13:15+00:00,51.542519299999995,-0.44833493117949663
i think men will forever watch cartoons,City of London,sexism,2022-10-02 08:22:54+00:00,51.5156177,-0.0919983
  china  the latest us bogeyman ,Lewisham,racism,2022-10-02 03:11:56+00:00,51.4624292,-0.0101787
there always seems to be  extra  females lurking in the back these days                        ,Hammersmith,sexism,2022-10-02 00:39:40+00:00,51.4920377,-0.2236401
 i like bears  i don t like the humans here  they are cretinous and destructive ,Romford,racism,2022-10-01 20:41:17+00:00,51.5760462,0.1822646
some thundercunt that  ,Richmond,sexism,2022-10-01 17:00:08+00:00,51.4613531,-0.3032767
i am sure you are one of many thousands that block that jerk femi   ,Barnet,sexism,2022-10-01 16:36:04+00:00,51.65309,-0.2002261
 and when we are at war with china over taiwan   and they eviscerate the population  and send them to labour camps to make those cars   would it be a good idea then   ,Paddington,racism,2022-10-01 14:29:02+00:00,51.5154795,-0.175365
 stupid twat ,Bromley,sexism,2022-10-01 14:26:48+00:00,51.4028046,0.0148142
 i reckon orange  probably yellow  stupid regardless ,Hounslow,disability,2022-10-01 12:58:13+00:00,51.4686132,-0.3613471
 agree with nigels last comment,Romford,racism,2022-10-01 10:35:27+00:00,51.5760462,0.1822646
 how many pairs of golfing shoes does one man need            ,Richmond,sexism,2022-10-01 10:05:24+00:00,51.4613531,-0.3032767
men however they identify do not experience the menopause ,Camden Town,sexism,2022-10-01 10:03:53+00:00,51.5423045,-0.1395604
  saetkoce there is a lot of sadness that one of the bastions of our steel industry has been sold to china  it seems that the gov want all our trade to be taken away from anything labelled   brirish made ,Barnet,racism,2022-10-01 09:43:18+00:00,51.65309,-0.2002261
  inshallah  we are fed up with chors getting away scot free  disgusting ,Lambeth,racism,2022-09-30 22:49:24+00:00,51.4952111,-0.1163354
what bollocks  focus on china  you cowardly bunch of partners      uk  ,Richmond,racism,2022-09-30 21:16:45+00:00,51.4613531,-0.3032767
 dimwit ,Hillingdon,disability,2022-09-30 21:03:43+00:00,51.542519299999995,-0.44833493117949663
 puttshack is full of cuntz,City of London,sexism,2022-09-30 20:03:28+00:00,51.5156177,-0.0919983
a wife must use her power  that s why she s got a legal status  let s turn everything   welcome  ,Wandsworth,sexism,2022-09-30 19:43:01+00:00,51.4570271,-0.1932607
 sylph aliens call them wtf you like all s i know they are trillions of transparent tiny shape shifting alien monsters swarming the whole solar system effecting every planet and moon even our fking sun  ,Camberwell,racism,2022-09-30 18:55:32+00:00,51.4745706,-0.0925416
 so dumb,Hackney,disability,2022-09-30 18:03:34+00:00,51.5432402,-0.0493621
 what s the female equivalent to uncle tom ,Lambeth,sexism,2022-09-30 17:46:52+00:00,51.4952111,-0.1163354
time we ended barbaric misogyny of patriarchal abrahamic cults wherever they kill  injure  maim  imprison in the home  force to have more kids than they want or discriminate v women  whether in iran  us  russia  afghanistan etc etc  nmen cannot be truly free  if women r not free  ,Camberwell,religion,2022-09-30 16:36:25+00:00,51.4745706,-0.0925416
#lovepeopleday n n n#unconditionallove  n#thepoor #womensrightsarehumanrights n#unpaidcarers #   hours n#allyouneedislove n nwomen s hair is not responsible for men s wickedness,Barnet,sexism,2022-09-30 14:44:29+00:00,51.65309,-0.2002261
shocking but not surprising  the continued dismissal by the u k  govt of atrocities and acts of murder by u k  soldiers on their own citizens should shame everyone   shoa,Lewisham,racism,2022-09-30 14:18:34+00:00,51.4624292,-0.0101787
cunts  evil fucking cunts   ,Camden Town,sexism,2022-09-30 12:56:22+00:00,51.5423045,-0.1395604
women are creatures of subtext and impulse  not logic and reason ,Hackney,sexism,2022-09-30 12:50:16+00:00,51.5432402,-0.0493621
 nooooooo   keep that donkey out,City of London,racism,2022-09-30 10:37:02+00:00,51.5156177,-0.0919983
i hate a fence sitting ass bitch,Poplar,sexism,2022-09-30 06:00:25+00:00,51.5110713,-0.0144629
 mindless  selfish  entitled  inconsiderate slob    ,Wandsworth,sexism,2022-09-29 22:05:57+00:00,51.4570271,-0.1932607
 all women are wild  wild wimmin  ,Bromley,sexism,2022-09-29 20:54:38+00:00,51.4028046,0.0148142
what man in his right mind complains about a woman wanting sex more than him         ,Romford,sexism,2022-09-29 18:27:46+00:00,51.5760462,0.1822646
  rather play with    men,Camberwell,sexism,2022-09-29 15:56:13+00:00,51.4745706,-0.0925416
china getting worried we ll turn into a prison slave sweat shop and undercut them   sg,Hounslow,racism,2022-09-29 14:05:56+00:00,51.4686132,-0.3613471
imagine waking up in heaven because you said to a shorty  i m gonna beat that pussy up   ,Camden Town,sexism,2022-09-29 14:03:05+00:00,51.5423045,-0.1395604
  it s all putins fault  apparently   shi,Lambeth,racism,2022-09-29 08:08:08+00:00,51.4952111,-0.1163354
men drop acid one time and think they have discovered the concept of empathy,Camberwell,sexism,2022-09-29 08:01:15+00:00,51.4745706,-0.0925416
twat  ,Lewisham,sexism,2022-09-28 21:23:52+00:00,51.4624292,-0.0101787
 stupid stupid man ,Richmond,disability,2022-09-28 19:44:23+00:00,51.4613531,-0.3032767
what you do to this sheep is sheer cruelty and you should be banned having animals and go to prison     years and make pay all vet bills you bastrds karma will get you              ,Wandsworth,religion,2022-09-28 19:42:23+00:00,51.4570271,-0.1932607
 patterns of abuse  every time   nthen off to a women s prison for  punishment  ,Camden Town,sexism,2022-09-28 18:27:13+00:00,51.5423045,-0.1395604
bitch ass niggas bottom barrel bitches  s,Hackney,racism,2022-09-28 17:23:56+00:00,51.5432402,-0.0493621
a man is not his mistakes  he is how he overcomes his mistakes ,Barnet,sexism,2022-09-28 16:12:31+00:00,51.65309,-0.2002261
no man is happy who does not think himself so ,Paddington,sexism,2022-09-28 14:49:37+00:00,51.5154795,-0.175365
 boe deflates while dumb  amp  dumber reflate,Richmond,disability,2022-09-28 13:58:13+00:00,51.4613531,-0.3032767
congo vs nigeria race war on the horizon   hate it had to be so  ,Hackney,racism,2022-09-28 12:51:08+00:00,51.5432402,-0.0493621
 or just stop being thick twats,Bromley,sexism,2022-09-28 12:29:20+00:00,51.4028046,0.0148142
 congratulations mate  the filth police have issued an all points bulletin for females between    and    in the west yorkshire metropolis,Wandsworth,sexism,2022-09-28 12:23:12+00:00,51.4570271,-0.1932607
 i know right    there are some girls in my flat who put a lot of effort in their food and i m here like just toss everything that can be cooked with less effort   ,Paddington,sexism,2022-09-28 12:21:53+00:00,51.5154795,-0.175365
i just think men are horrendous,Camden Town,sexism,2022-09-28 11:57:14+00:00,51.5423045,-0.1395604
some girls are really weird man      ,Poplar,sexism,2022-09-28 04:32:59+00:00,51.5110713,-0.0144629
 nonsense  femi answered a question about pr  disingenuous to put a label on the bloke ,Croydon,sexism,2022-09-27 23:01:18+00:00,51.3713049,-0.101957
 has there been an apology and action from     btw  i never understood why there is a need for a male commentator for an all female event  there are plenty of excellent female commentators out there ,London,sexism,2022-09-27 21:12:05+00:00,51.5073359,-0.12765
 if women can walk around covered from head to foot with only their eyes out then anything goes  at the end of the day it s just clothes ,Barnet,sexism,2022-09-27 19:58:10+00:00,51.65309,-0.2002261
 twat,Lambeth,sexism,2022-09-27 19:40:23+00:00,51.4952111,-0.1163354
  those bastards killed jungle jesus,Bromley,racism,2022-09-27 17:53:04+00:00,51.4028046,0.0148142
  poor form for any man to take advantage of height and strength over a female   just wrong ,Bromley,sexism,2022-09-27 17:34:56+00:00,51.4028046,0.0148142
book the cunt  make him forfeit the pen and give a free kick to the keeper  sklgxgrr ,Camberwell,sexism,2022-09-27 17:34:17+00:00,51.4745706,-0.0925416
   he also sounded washed out  defeated ignorant ,Hounslow,disability,2022-09-27 17:23:55+00:00,51.4686132,-0.3613471
   you went full retard  well done ,Camden Town,disability,2022-09-27 17:23:32+00:00,51.5423045,-0.1395604
a man is not nor will they ever be a biological women   never,Camden Town,sexism,2022-09-27 15:15:16+00:00,51.5423045,-0.1395604
 twat,Hounslow,sexism,2022-09-27 14:20:41+00:00,51.4686132,-0.3613471
lighting a fag smelling burnt nose hair,London,sexual_orientation,2022-09-27 13:06:47+00:00,51.5073359,-0.12765
 and when china declares war on taiwan   perhaps now is the time to offload all stakes there  ,Paddington,racism,2022-09-27 12:10:44+00:00,51.5154795,-0.175365
  twat ,Hackney,sexism,2022-09-27 10:44:35+00:00,51.5432402,-0.0493621
following them that bitch needs to die    or maybe both     ,Camden Town,sexism,2022-09-27 07:39:26+00:00,51.5423045,-0.1395604
a womankad would never cause this many issues    ,Wandsworth,sexism,2022-09-27 06:26:07+00:00,51.4570271,-0.1932607
 as a general rule  men are trash ,Camberwell,sexism,2022-09-26 23:48:09+00:00,51.4745706,-0.0925416
i want to lift in the gym with a woman who knows how to lift  because i don t and i find that whole section of the gym super intimidating ,Lambeth,sexism,2022-09-26 20:04:27+00:00,51.4952111,-0.1163354
 fight em on the bitches   ,Barnet,sexism,2022-09-26 19:21:51+00:00,51.65309,-0.2002261
idec that we re  out  of the nations league  just beat these nazi cunts tonight,Poplar,racism,2022-09-26 17:53:34+00:00,51.5110713,-0.0144629
i m extremely gender generalised my pots and pans are usually  her  i d be like who scratched my nonstick girl huh  ,Lewisham,sexism,2022-09-26 17:40:53+00:00,51.4624292,-0.0101787
 comfortably dumb,Hammersmith,disability,2022-09-26 16:58:38+00:00,51.4920377,-0.2236401
 barton fink ,Barnet,sexual_orientation,2022-09-26 14:25:26+00:00,51.65309,-0.2002261
that majority of man are a danger to women      ,Hounslow,sexism,2022-09-26 13:29:19+00:00,51.4686132,-0.3613471
jesus tittyfucking  that wasn t bad at all  i ve genuinely had worse chow meins from actual chinese restaurants ,Hillingdon,racism,2022-09-26 12:42:00+00:00,51.542519299999995,-0.44833493117949663
dead ass ready to smack a women  ,Paddington,sexism,2022-09-26 11:25:19+00:00,51.5154795,-0.175365
nothing is more of an off put for me than a girl you re chatting to asking for money or tryna convince you to siens money on her like  moment i get an inkling that gyal are broke i must done it,Hounslow,sexism,2022-09-26 11:03:02+00:00,51.4686132,-0.3613471
fuck uc,Hackney,racism,2022-09-26 10:51:33+00:00,51.5432402,-0.0493621
 women must eat na,Camden Town,sexism,2022-09-26 08:58:12+00:00,51.5423045,-0.1395604
no man should ever tell a women how she should behave or what she should wear #iranprotests    ,Wandsworth,sexism,2022-09-26 07:18:08+00:00,51.4570271,-0.1932607
  twat,Barnet,sexism,2022-09-25 21:27:52+00:00,51.65309,-0.2002261
the male species is certainly much more lazy than females  ndid you know            ,Croydon,sexism,2022-09-25 19:43:37+00:00,51.3713049,-0.101957
some babies should be ban on airplanes ,Hillingdon,sexism,2022-09-25 19:37:28+00:00,51.542519299999995,-0.44833493117949663
can femboys light the matches on rosh hashanah,Poplar,sexism,2022-09-25 18:32:03+00:00,51.5110713,-0.0144629
  do you sniff  faggot ,Poplar,sexual_orientation,2022-09-25 16:48:54+00:00,51.5110713,-0.0144629
 especially when it s like this  if the guy gal is   yards down the pitch fine  but they re in the crease when she starts her stride ,Lambeth,sexism,2022-09-25 14:49:00+00:00,51.4952111,-0.1163354
woman honestly needs to grow old gracefully n nwho s this even for n nwoman is the female version of wayne lineker  ,Camberwell,sexism,2022-09-25 14:17:28+00:00,51.4745706,-0.0925416
 bby  thats the bare minimum a guy should do    ,London,sexism,2022-09-25 13:39:42+00:00,51.5073359,-0.12765
 national knobhead treasure  ,Camden Town,sexual_orientation,2022-09-25 13:36:26+00:00,51.5423045,-0.1395604
catch every drop fag   ,Poplar,sexual_orientation,2022-09-25 10:12:37+00:00,51.5110713,-0.0144629
china cooking the next crisis ,Hillingdon,racism,2022-09-25 09:31:20+00:00,51.542519299999995,-0.44833493117949663
such handsome idiots  ,Camberwell,disability,2022-09-25 09:30:32+00:00,51.4745706,-0.0925416
 women just aren t good at being women these days  sometimes it just takes a man to be a real woman  get the job done ,Paddington,sexism,2022-09-25 08:43:58+00:00,51.5154795,-0.175365
women have never started a world war   ,Barnet,sexism,2022-09-25 03:18:20+00:00,51.65309,-0.2002261
 shame on islamic regime #mahsaamini,Paddington,religion,2022-09-24 22:35:19+00:00,51.5154795,-0.175365
 i ve just bought a  girls  tshirt cos it didn t come in  men s  sizes  nturns out i m a medium woman ,Lambeth,sexism,2022-09-24 20:47:25+00:00,51.4952111,-0.1163354
 look into the history of how telephone operators became a women s job  yep   ,Camberwell,sexism,2022-09-24 17:24:58+00:00,51.4745706,-0.0925416
do not let women s football get a sniff of this phase of play  ,Barnet,sexism,2022-09-24 16:51:43+00:00,51.65309,-0.2002261
those people waged war on birds and lost  they lost  to birds  everything there is trying to kill you  all the deadliest venom is there  in fact the people there should relocate   ,Barnet,racism,2022-09-24 15:29:50+00:00,51.65309,-0.2002261
i love being topless i wish i was a man just so i could go everywhere wit no shirt on maybe i should start doing tjat anyways,Wandsworth,sexism,2022-09-24 10:48:25+00:00,51.4570271,-0.1932607
#newprofilepic  nlife is never as complicated as a woman on her period          ,Croydon,sexism,2022-09-24 10:24:39+00:00,51.3713049,-0.101957
cunts  ,Bromley,sexism,2022-09-24 00:39:17+00:00,51.4028046,0.0148142
 gentlemen prefer bleached blondes,Romford,sexism,2022-09-23 22:28:25+00:00,51.5760462,0.1822646
  cunts in one picture  ,Romford,sexism,2022-09-23 22:12:57+00:00,51.5760462,0.1822646
i find it to be very classy when a man has a private instagram,Camden Town,sexism,2022-09-23 21:45:49+00:00,51.5423045,-0.1395604
   very smart ,Lambeth,disability,2022-09-23 21:15:37+00:00,51.4952111,-0.1163354
if there s one thing that s certain in this world it s fem tops having monster cocks,Islington,sexism,2022-09-23 19:33:08+00:00,51.5384287,-0.0999051
it takes a man to admit when he s wrong  it takes a spineless coward to f off when going gets tough  n              ,Hillingdon,sexism,2022-09-23 16:06:03+00:00,51.542519299999995,-0.44833493117949663
 not how china plays  ,Wandsworth,racism,2022-09-23 16:02:34+00:00,51.4570271,-0.1932607
 lol   smart child   ,Hillingdon,disability,2022-09-23 13:48:42+00:00,51.542519299999995,-0.44833493117949663
just let women themselves decide what they want to wear ,Camden Town,sexism,2022-09-23 13:38:00+00:00,51.5423045,-0.1395604
 cunts,Paddington,sexism,2022-09-23 11:22:29+00:00,51.5154795,-0.175365
women are not good people ,Wandsworth,sexism,2022-09-23 11:06:14+00:00,51.4570271,-0.1932607
 looks a twat,London,sexism,2022-09-23 09:38:27+00:00,51.5073359,-0.12765
absolute fucking nasty ghouls  ,Poplar,religion,2022-09-23 09:10:00+00:00,51.5110713,-0.0144629
boys that commit sa are so scary,Barnet,sexism,2022-09-23 03:34:57+00:00,51.65309,-0.2002261
 hey humans  leave those bats alone ,Bromley,racism,2022-09-22 21:47:30+00:00,51.4028046,0.0148142
so   is a girl drinking wine   just saying  tas restaurant  ,Camberwell,sexism,2022-09-22 19:29:26+00:00,51.4745706,-0.0925416
 fuk peta    stupid just stupid   svj  mfy,City of London,disability,2022-09-22 19:00:11+00:00,51.5156177,-0.0919983
men are gluttons  ,Lambeth,sexism,2022-09-22 16:58:53+00:00,51.4952111,-0.1163354
i m a massive china hawk but this is silly  we need to keep meeting our opponents enemies  the reagan and thatcher administrations both talked with the soviets  aka evil empire    ,Hounslow,racism,2022-09-22 15:54:48+00:00,51.4686132,-0.3613471
i always thought nemo was a girl but hey ,Croydon,sexism,2022-09-22 15:08:44+00:00,51.3713049,-0.101957
 haha pullouts is very hard to men,Hounslow,sexism,2022-09-22 14:52:09+00:00,51.4686132,-0.3613471
the measure of a man,Croydon,sexism,2022-09-22 13:53:32+00:00,51.3713049,-0.101957
staggeringly stupid  ,London,disability,2022-09-22 13:06:34+00:00,51.5073359,-0.12765
if your girl gets into a car accident  before you ask how she is  ask how the car is  n nbe a man  ,Croydon,sexism,2022-09-22 12:54:10+00:00,51.3713049,-0.101957
not femi failing to grasp that people get more right wing as they get older  surely not   ,Camberwell,sexism,2022-09-22 12:22:45+00:00,51.4745706,-0.0925416
see when i tell women to remove their feet from my dashboard    this is what i mean    fuck around and break a bone  serqh,Hammersmith,sexism,2022-09-22 12:19:40+00:00,51.4920377,-0.2236401
people can do what they want but really should a man be ordering an iced caramel latte n nthe answer is clearly no,Camden Town,sexism,2022-09-22 12:16:07+00:00,51.5423045,-0.1395604
niggas so corny lol goodnight,Islington,racism,2022-09-22 02:38:40+00:00,51.5384287,-0.0999051
bitches dey this world mehn   ,Barnet,sexism,2022-09-22 01:15:31+00:00,51.65309,-0.2002261
suck a nigga dick or something  ,Hackney,racism,2022-09-21 21:33:50+00:00,51.5432402,-0.0493621
libertarian   self interested  amp  thick ,Lambeth,disability,2022-09-21 20:47:32+00:00,51.4952111,-0.1163354
how have ukraine let lyndon dykes score   ,Romford,sexual_orientation,2022-09-21 20:28:55+00:00,51.5760462,0.1822646
man like dykes fuck me    ,Hounslow,sexual_orientation,2022-09-21 20:27:55+00:00,51.4686132,-0.3613471
putin s useful idiot   ,Camberwell,disability,2022-09-21 18:56:04+00:00,51.4745706,-0.0925416
 men are not evolving    ,Lewisham,sexism,2022-09-21 18:17:15+00:00,51.4624292,-0.0101787
     th  day a woman tells me such a thing ima tell her go back to work  ,Hounslow,sexism,2022-09-21 18:00:28+00:00,51.4686132,-0.3613471
if a pussy try dissss   bruck him up quickkkk   buss bwoy head and lipppp           ,Hackney,sexism,2022-09-21 17:52:19+00:00,51.5432402,-0.0493621
   a man is but the product of his thoughts  what he thinks  he becomes  ,Hillingdon,sexism,2022-09-21 17:47:17+00:00,51.542519299999995,-0.44833493117949663
 wow  truss single handedly going to force china into deals  these people are demented ,Lambeth,racism,2022-09-21 17:23:28+00:00,51.4952111,-0.1163354
    reading bitch face ,Islington,sexism,2022-09-21 09:44:56+00:00,51.5384287,-0.0999051
 there is an irrational want  but unfortunately the wife thinks two money pits are enough   ,Islington,sexism,2022-09-21 08:51:48+00:00,51.5384287,-0.0999051
 reminds us of how millions of people smoked but science informed us that smoking kills  and people stopped   n nfossil fuels extraction is killing  millions  all lives lost  the lungs of the world are turning toxic and we sit on our hands  these guilty criminals need stopping ,Lewisham,racism,2022-09-21 06:59:19+00:00,51.4624292,-0.0101787
 fossil fuel production must stop  proven enemies  these criminals must pay pakistan  amp  all areas hit by the effects of their abuse of the planet   n nthey ve known for years  stop this madness  like the uk water firms polluting seas  they ve had years to develop  amp  change  sue them ,Lewisham,racism,2022-09-21 06:23:48+00:00,51.4624292,-0.0101787
 awful war crime perpetrated by an evil tyrannical dictatorial ghoul ,Islington,religion,2022-09-20 23:07:17+00:00,51.5384287,-0.0999051
 twat ,Wandsworth,sexism,2022-09-20 20:08:38+00:00,51.4570271,-0.1932607
 says the woman who gets her bills paid ,Lambeth,sexism,2022-09-20 19:46:28+00:00,51.4952111,-0.1163354
what happens in the men s toilets stays in the men s toilets    #gay #dl #bi #onlyfans  ,Lambeth,sexism,2022-09-20 17:45:58+00:00,51.4952111,-0.1163354
 the u k  created a climate emergency   ok  whatever you say   go easy on the whisky tonight    ,Hillingdon,racism,2022-09-20 17:41:30+00:00,51.542519299999995,-0.44833493117949663
   yeah  dumbass ,City of London,disability,2022-09-20 15:37:07+00:00,51.5156177,-0.0919983
it s weird for a guy to tell you what to wear right ,Camberwell,sexism,2022-09-20 15:17:06+00:00,51.4745706,-0.0925416
generation of fem yutes  ,Hounslow,sexism,2022-09-20 14:35:14+00:00,51.4686132,-0.3613471
some men truly have subterranean levels of chat,Wandsworth,sexism,2022-09-20 13:52:25+00:00,51.4570271,-0.1932607
 currently reading femina   indeed fantastic company   ,Croydon,sexism,2022-09-20 12:14:28+00:00,51.3713049,-0.101957
no cap they makin some retard go viral over this damnnnn  ,Bromley,disability,2022-09-20 08:23:46+00:00,51.4028046,0.0148142
bitches b weirddddd,Camberwell,sexism,2022-09-20 08:06:48+00:00,51.4745706,-0.0925416
shittt a girl can t even retweet eee ,Croydon,sexism,2022-09-20 07:09:51+00:00,51.3713049,-0.101957
     it s unbalanced and on the assumption that woman do more child care house work  therefore deserve a       split nwhen i get home the dinner s not on the table  the kid s aren t in bed having been picked up from school  fed washed and read to i do half of everything  plus all diy ,Bromley,sexism,2022-09-20 06:30:52+00:00,51.4028046,0.0148142
  yeah but most men don t  rise  at     am and spent half hour drinking each coffee,Camberwell,sexism,2022-09-19 20:51:06+00:00,51.4745706,-0.0925416
    brass,Lambeth,sexism,2022-09-19 20:22:25+00:00,51.4952111,-0.1163354
  i m a woman s   but in hoka i wear a man s      hoka fit sooooo weird  but good for wide feet,Bromley,sexism,2022-09-19 20:14:30+00:00,51.4028046,0.0148142
this woman has to take some kind of  how to walk like a woman  classes        #liztruss  ,Camberwell,sexism,2022-09-19 19:30:58+00:00,51.4745706,-0.0925416
 what a twat  no idea how to behave ,Camberwell,sexism,2022-09-19 18:11:56+00:00,51.4745706,-0.0925416
  i ve always wanted girls just want to have fun played as the coffin rolls away      ,Camden Town,sexism,2022-09-19 17:03:23+00:00,51.5423045,-0.1395604
i like guys with baggy trousers,Hammersmith,sexism,2022-09-19 13:15:33+00:00,51.4920377,-0.2236401
   ni ve come to find out i don t think females realise what it takes for men to do this thing  people in general don t like public speaking   selling themselves   many have social awkwardness  if you don t have shoot you don t get play for most   ,Barnet,sexism,2022-09-19 12:39:03+00:00,51.65309,-0.2002261
i hate men loooooooool  s,Hackney,sexism,2022-09-19 11:28:56+00:00,51.5432402,-0.0493621
us imperialism wants a war with china   ,Hackney,racism,2022-09-19 09:51:33+00:00,51.5432402,-0.0493621
perverts vs fothermuckers n#shame  ,Hillingdon,sexual_orientation,2022-09-18 22:49:31+00:00,51.542519299999995,-0.44833493117949663
 women lie unprovoked,Croydon,sexism,2022-09-18 22:46:20+00:00,51.3713049,-0.101957
  stupid woman ,Barnet,sexism,2022-09-18 20:57:03+00:00,51.65309,-0.2002261
women are more likely to live with non obstructive coronary artery disease #nocad #anoca #inoca #mvd #vasospasticangina n n n n  ,Barnet,sexism,2022-09-18 20:13:16+00:00,51.65309,-0.2002261
girl definitely grew up with brothers n#hoodfights #girlfights #hoodfighting #fights #boxing  ,London,sexism,2022-09-18 16:34:41+00:00,51.5073359,-0.12765
coming from women      dfkm  ,Hackney,sexism,2022-09-18 15:40:27+00:00,51.5432402,-0.0493621
 as a man  my advice would be   ,Camberwell,sexism,2022-09-18 15:04:50+00:00,51.4745706,-0.0925416
i feel so sorry for men       ,Croydon,sexism,2022-09-18 14:22:13+00:00,51.3713049,-0.101957
    you oppose creativity in language to describe new phenomenon  nwe need to end drivist extremism s vast death cult destroying our communities  amp  planet  n,Camberwell,racism,2022-09-18 13:00:34+00:00,51.4745706,-0.0925416
 men are always wrong,Hackney,sexism,2022-09-18 12:33:26+00:00,51.5432402,-0.0493621
  wow  go china  no wonder the us has started demonising china and the chinese  it s the economy stupid ,Hackney,racism,2022-09-18 10:51:14+00:00,51.5432402,-0.0493621
  shut up and fight russia back,Croydon,racism,2022-09-18 07:42:52+00:00,51.3713049,-0.101957
   any more of that and you ll be flying cargo planes full of rubber dog shit out of hong kong    ,Lambeth,racism,2022-09-17 21:02:03+00:00,51.4952111,-0.1163354
imagine what would be said by some if they did this in a women s game   ,Wandsworth,sexism,2022-09-17 19:16:42+00:00,51.4570271,-0.1932607
how do you explain the chinese arms dump in the donbas  mortars  hand grenades  i d call that covert support  tell the world what they want to hear and do exactly the opposite   sv ,Barnet,racism,2022-09-17 19:03:35+00:00,51.65309,-0.2002261
i ask men if they have kids  semi joking then get a little scared when they say yh ,Lambeth,sexism,2022-09-17 15:49:01+00:00,51.4952111,-0.1163354
 it is a truth universally acknowledged  that a single man in possession of a good fortune  must be in want of a wife        ,Camden Town,sexism,2022-09-17 15:25:17+00:00,51.5423045,-0.1395604
dozzell off  dykes on #qprsto,Hammersmith,sexual_orientation,2022-09-17 15:03:20+00:00,51.4920377,-0.2236401
 who are ginti stop weddings   what kind of u civilised people are you producing in your hate factories   ,Islington,racism,2022-09-17 12:06:01+00:00,51.5384287,-0.0999051
 and i just left my flat and some just eat delivery man screamed  move faggot  at joe   n nlife doesn t get better than this,Camberwell,sexual_orientation,2022-09-17 11:45:01+00:00,51.4745706,-0.0925416
 from research evidence it seems women tend to think we need more preparation  more experience or further learning before going for opportunities while men ask  for opportunities and go for it when these opportunities present themselves  women prioritise relationships ,London,sexism,2022-09-17 10:37:17+00:00,51.5073359,-0.12765
listening to these morons lunatics  opportunists who built their lives away from #terrorist islamic republic regime in #iran  yet make effort to normalise tyranny and terror imposes on #iranians  is absolutely disgusting nyou re hands are covered by blood of innocent people  ,Barnet,religion,2022-09-17 10:20:46+00:00,51.65309,-0.2002261
 witches  breath    ,Richmond,sexism,2022-09-17 10:09:02+00:00,51.4613531,-0.3032767
 the british people need to wake up and face the truth about them  hyenas that steal other animals hard caught prey,Islington,racism,2022-09-17 08:00:29+00:00,51.5384287,-0.0999051
  well they do say women are better at multi tasking ,Islington,sexism,2022-09-17 06:12:14+00:00,51.5384287,-0.0999051
 just accept that men are simply better at murder and sexual assault  yet another failure of so called feminism ,Islington,sexism,2022-09-17 05:56:49+00:00,51.5384287,-0.0999051
 it just seems women are too busy buying lipsticks and bras to devote proper time to murder and are otherwise occupied making my dinner when they could be sexually assaulting friends  family  colleagues  acquaintances and even complete strangers ,Islington,sexism,2022-09-17 05:53:36+00:00,51.5384287,-0.0999051
any females wanna make content  #contentcreator #onlyfans #adultphotography #fyp,Camberwell,sexism,2022-09-17 04:41:48+00:00,51.4745706,-0.0925416
stream shut down bitches      ,Croydon,sexism,2022-09-16 20:49:47+00:00,51.3713049,-0.101957
